sku,_store,_attribute_set,_type,_category,_product_websites,color,cost,country_of_manufacture,created_at,custom_design,custom_design_from,custom_design_to,custom_layout_update,description,enable_googlecheckout,gallery,gift_message_available,has_options,image,image_label,is_imported,manufacturer,media_gallery,meta_description,meta_keyword,meta_title,minimal_price,msrp,msrp_display_actual_price_type,msrp_enabled,name,news_from_date,news_to_date,options_container,page_layout,price,required_options,short_description,small_image,small_image_label,special_from_date,special_price,special_to_date,status,tax_class_id,thumbnail,thumbnail_label,updated_at,url_key,url_path,visibility,weight,qty,min_qty,use_config_min_qty,is_qty_decimal,backorders,use_config_backorders,min_sale_qty,use_config_min_sale_qty,max_sale_qty,use_config_max_sale_qty,is_in_stock,notify_stock_qty,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,stock_status_changed_auto,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,_links_related_sku,_links_related_position,_links_crosssell_sku,_links_crosssell_position,_links_upsell_sku,_links_upsell_position,_associated_sku,_associated_default_qty,_associated_position,_tier_price_website,_tier_price_customer_group,_tier_price_qty,_tier_price_price,_media_attribute_id,_media_image,_media_lable,_media_position,_media_is_disabled
W2136-112-10,,Default,bundle,"Materials in Spanish",base,,,,"2010-12-17 21:42:55",,,,,"<p><em>Una gu&iacute;a ilustrada (Paquete de 10)</em>&#8212;Un folleto de gran valor que puede ayudar a cualquier hermano o hermana a entrar en los tesoros de la Versi&oacute;n Recobro. Puede emplearse para estudio personal, estudio en grupo y para el pastoreo de los creyentes nuevos introduci&eacute;ndolos en las verdades de la Palabra de Dios. Cada biblia gratuita viene con un ejemplar de este folleto, dise&ntilde;ado para colocarse dentro del estuche de la Versi&oacute;n Recobro. Incluye: las caracter&iacute;sticas sobresalientes de la Versi&oacute;n Recobro, una gu&iacute;a tem&aacute;tica compuesta de 15 temas del Nuevo Testamento con vers&iacute;culos y notas de pie de p&aacute;gina para cada tema; una muestra de estudio utilizando uno de los temas de la gu&iacute;a tem&aacute;tica y un itinerario de dos a&ntilde;os para la lectura del Nuevo Testamento Versi&oacute;n Recobro con notas de pie de p&aacute;gina. Vea la gu&iacute;a completa cuando visite la p&aacute;gina principal de este sitio y oprima el bot&oacute;n &ldquo;Mirar la demostraci&oacute;n&rdquo;. Disponible tambi&eacute;n en ingl&eacute;s. 6.5 x 4.25 pulgadas. 16 p&aacute;ginas</p>",1,,,1,/l/r/lrg_spanish_usingrcvguide1_1.jpg,Portada,No,,,,,,,,,No," Using the NT RcV Guide SPANISH (Pack of 10)",,,"Block after Info Column",,0.0000,1,"<p><em>Una gu&iacute;a ilustrada (Paquete de 10)</em>&#8212;Un folleto de gran valor que puede ayudar a cualquier hermano o hermana a entrar en los tesoros de la Versi&oacute;n Recobro. Puede emplearse para estudio personal, estudio en grupo y para el pastoreo de los creyentes nuevos introduci&eacute;ndolos en las verdades de la Palabra de Dios. Cada biblia gratuita viene con un ejemplar de este folleto, dise&ntilde;ado para colocarse dentro del estuche de la Versi&oacute;n Recobro. Incluye: las caracter&iacute;sticas sobresalientes de la Versi&oacute;n Recobro, una gu&iacute;a tem&aacute;tica compuesta de 15 temas del Nuevo Testamento con vers&iacute;culos y notas de pie de p&aacute;gina para cada tema; una muestra de estudio utilizando uno de los temas de la gu&iacute;a tem&aacute;tica y un itinerario de dos a&ntilde;os para la lectura del Nuevo Testamento Versi&oacute;n Recobro con notas de pie de p&aacute;gina. Vea la gu&iacute;a completa cuando visite la p&aacute;gina principal de este sitio y oprima el bot&oacute;n &ldquo;Mirar la demostraci&oacute;n&rdquo;. Disponible tambi&eacute;n en ingl&eacute;s. 6.5 x 4.25 pulgadas. 16 p&aacute;ginas</p>",/t/h/thumb_spanish_usingrcvguide1_1.jpg,,,,,1,0,/t/h/thumb_spanish_usingrcvguide1_1.jpg,,"2013-08-15 21:14:14",una-guia-ilustrada-spanish-paquete-de-10,una-guia-ilustrada-spanish-paquete-de-10.html,4,0.6250,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,,,,,,,,,,,,,,77,/l/r/lrg_spanish_usingrcvguide1_1.jpg,Portada,2,0
,,,,"Brochures and Tracts",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,/l/r/lrg_spanish_usingrcvguide3_1.jpg,"La guia temática",3,0
,,,,"College Campus Materials",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,/l/r/lrg_spanish_usingrcvguide2_1.jpg,,4,0
,,,,"Direct Distribution & Tour",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,/t/h/thumb_spanish_usingrcvguide1_1.jpg,,1,1
,,,,"All items",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W1228-138-100,,Default,bundle,"Brochures and Tracts",base,,,,"2010-12-17 21:42:57",,,,,"Based on John 6:16–21. Includes information for ordering a free New Testament Recovery Version from BfA. 6 x 4 inches.",1,,,1,/f/r/front_1.jpg,,No,,,,,,,,,," Tract ""Is Jesus in Your Boat?"" English (Pack of 100)",,,"Block after Info Column",,0.0000,1,"Based on John 6:16–21. Includes information for ordering a free New Testament Recovery Version from BfA. 6 x 4 inches.",/f/r/front_small_1.jpg,,,,,1,0,/f/r/front_small_1.jpg,,"2011-02-08 23:00:56",gospel-tract-english-is-jesus-in-your-boat-pack-of-100,gospel-tract-english-is-jesus-in-your-boat-pack-of-100.html,4,0.3400,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,,,,,,,,,,,,,,77,/f/r/front_small_1.jpg,,1,1
,,,,"All items",tracts_bfa_org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,/b/a/back_1.jpg,,3,0
,,,,Tracts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,/f/r/front_zoomed_1.jpg,,4,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,/f/r/front_1.jpg,,2,0
W2228-138-100,,Default,bundle,"Materials in Spanish",base,,,,"2010-12-17 21:42:58",,,,,"<em>Tratado del evangelio: &ldquo;&iquest;Est&aacute; Jes&uacute;s en tu &#145;barca&#146;?&rdquo; (Paquete de 100)</em>&#8212;Se basa en la historia del evangelio de Juan 6:16-21. Incluye informaci&oacute;n para ordenar un ejemplar gratuito del Nuevo Testamento Versi&oacute;n Recobro de BfA. 5.25 x 3.75 pulgadas.</p>",0,,,1,/l/r/lrg_jesusboat_spanish_1.jpg,,No,,,,,,,,,No," Spanish Tract ""Is Jesus In Your Boat?"" (Pack of 100)",,,"Block after Info Column",,0.0000,1,"<em>Tratado del evangelio: &ldquo;&iquest;Est&aacute; Jes&uacute;s en tu &#145;barca&#146;?&rdquo; (Paquete de 100)</em>&#8212Se basa en la historia del evangelio de Juan 6:16-21. Incluye informaci&oacute;n para ordenar un ejemplar gratuito del Nuevo Testamento Versi&oacute;n Recobro de BfA. 5.25 x 3.75 pulgadas.</p>",/t/h/th_jesusboat_spanish_1.jpg,,,,,1,0,/t/h/th_jesusboat_spanish_1.jpg,,"2012-02-24 23:44:58",tratado-evangelistico-esta-jesus-en-tu-barca-paquete-de-100,tratado-evangelistico-esta-jesus-en-tu-barca-paquete-de-100.html,4,0.3400,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,,,,,,,,,,,,,,77,/t/h/th_jesusboat_spanish_1.jpg,,1,1
,,,,"Brochures and Tracts",tracts_bfa_org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,/l/r/lrg_jesusboat_spanish2_1.jpg,,4,0
,,,,"All items",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,/l/r/lrg_jesusboat_spanish_1.jpg,,2,0
,,,,Tracts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,/l/r/lrg_jesusboat_spanish3_1.jpg,,3,0
W1228-140-100,,Default,bundle,"Brochures and Tracts",base,,,,"2010-12-17 21:43:05",,,,,"Based on 1 Thessalonians 5:23. Includes information for ordering a free New Testament Recovery Version from BfA. Also available in Spanish. 6 x 4 inches.",1,,,1,/l/r/lrg_thethirdpart_2.jpg,,No,,,,,,,,,," Tract ""The Third Part"" English (Pack of 100)",,,"Block after Info Column",,0.0000,1,"Based on 1 Thessalonians 5:23. Includes information for ordering a free New Testament Recovery Version from BfA. Also available in Spanish. 6 x 4 inches.",/t/h/th_thethirdpart_2.jpg,,,,,1,0,/t/h/th_thethirdpart_2.jpg,,"2011-02-08 23:02:13",gospel-tract-english-the-third-part-pack-of-100,gospel-tract-english-the-third-part-pack-of-100.html,4,0.3400,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,,,,,,,,,,,,,,77,/t/h/th_thethirdpart_2.jpg,,1,1
,,,,"All items",tracts_bfa_org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,/l/r/lrg_thethirdpart2_2.jpg,,4,0
,,,,Tracts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,/l/r/lrg_thethirdpart3_2.jpg,,3,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,/l/r/lrg_thethirdpart_2.jpg,,2,0
W2228-140-100,,Default,bundle,"Materials in Spanish",base,,,,"2010-12-17 21:43:06",,,,,"<p><em>Tratado del evangelio: “La tercera parte” (Paquete de 100)</em>&#8212;Se basa en 1 Tesalonicenses 5:23. Incluye informaci&oacute;n para ordenar un ejemplar gratuito del Nuevo Testamento Versi&oacute;n Recobro de BfA. 6 x 4 pulgadas.</p>",1,,,1,/l/r/lrg_laterceraparte1.jpg,,No,,,,,,,,,,"Spanish Tract  ""The Third Part"" (Pack of 100)",,,"Block after Info Column",,0.0000,1,"<p><em>Tratado del evangelio: “La tercera parte” (Paquete de 100)</em>&#8212;Se basa en 1 Tesalonicenses 5:23. Incluye informaci&oacute;n para ordenar un ejemplar gratuito del Nuevo Testamento Versi&oacute;n Recobro de BfA. 6 x 4 pulgadas.</p>",/t/h/th_laterceraparte1.jpg,,,,,1,0,/t/h/th_laterceraparte1.jpg,,"2011-07-25 21:01:08",tratado-evangelistico-la-tercera-parte-paquete-de-100,tratado-evangelistico-la-tercera-parte-paquete-de-101.html,4,,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,,,,,,,,,,,,,,77,/t/h/th_laterceraparte1.jpg,,1,1
,,,,"Brochures and Tracts",tracts_bfa_org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,/l/r/lrg_laterceraparte2.jpg,,3,0
,,,,"All items",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,/l/r/lrg_laterceraparte1.jpg,,2,0
,,,,Tracts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W1228-142-100,,Default,bundle,"Brochures and Tracts",base,,,,"2010-12-17 21:43:08",,,,,"Based on the story of the woman with the issue of blood in Matthew 9, Mark 5, and Luke 8. Includes information for ordering a free New Testament Recovery Version from BfA. Also available in Spanish. 6 x 4 inches. ",1,,,1,/l/r/lrg_whotouchedenglish1_1.jpg,,No,,,,,,,,,," Tract ""Who Touched Me?"" English (Pack of 100)",,,"Block after Info Column",,0.0000,1,"Based on the story of the woman with the issue of blood in Matthew 9, Mark 5, and Luke 8. Includes information for ordering a free New Testament Recovery Version from BfA. Also available in Spanish. 6 x 4 inches. ",/t/h/th_whotouchedenglish1_1.jpg,,,,,1,0,/t/h/th_whotouchedenglish1_1.jpg,,"2011-02-08 23:03:03",gospel-tract-english-who-touched-me-pack-of-100,gospel-tract-english-who-touched-me-pack-of-100.html,4,0.3400,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,,,,,,,,,,,,,,77,/t/h/th_whotouchedenglish1_1.jpg,,1,1
,,,,"All items",tracts_bfa_org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,/l/r/lrg_whotouchedenglish2_1.jpg,,3,0
,,,,Tracts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,/l/r/lrg_whotouchedenglish1_1.jpg,,2,0
W2228-142-100,,Default,bundle,"Materials in Spanish",base,,,,"2010-12-17 21:43:09",,,,,"<p><em>Tratado del evangelio: “&iquest;Qui&eacute;n me ha tocado?""</em>&#8212;Se basa en la historia de la mujer con el flujo de sangre en Mateo 9, Marcos 5 y Lucas 8. Incluye informaci&oacute;n para ordenar un ejemplar gratuito del Nuevo Testamento Versi&oacute;n Recobro de BfA. 6 x 4 pulgadas.</p>",1,,,1,/p/i/pic1_1.jpg,,No,,,,,,,,,," Spanish Tract ""Who Touched Me?"" (Pack of 100)",,,"Block after Info Column",,0.0000,1,"<p><em>Tratado del evangelio: “&iquest;Qui&eacute;n me ha tocado?""</em>&#8212; Se basa en la historia de la mujer con el flujo de sangre en Mateo 9, Marcos 5 y Lucas 8. Incluye informaci&oacute;n para ordenar un ejemplar gratuito del Nuevo Testamento Versi&oacute;n Recobro de BfA. 6 x 4 pulgadas.</p>",/t/h/thumb_1.jpg,,,,,1,0,/t/h/thumb_1.jpg,,"2011-07-25 21:01:25",tratado-evangelistico-quien-me-ha-tocado-paquete-de-100,tratado-evangelistico-quien-me-ha-tocado-paquete-de-100.html,4,0.3400,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,,,,,,,,,,,,,,77,/t/h/thumb_1.jpg,,1,1
,,,,"Brochures and Tracts",tracts_bfa_org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,/p/i/pic2_1.jpg,,3,0
,,,,"All items",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,/p/i/pic1_1.jpg,,2,0
,,,,Tracts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,/p/i/pic3_1.jpg,,4,0
W1228-144-100,,Default,bundle,"Brochures and Tracts",base,,,,"2010-12-17 21:43:11",,,,,"Based on Paul's preaching in Athens in Acts 17:16–31. Includes information for ordering a free New Testament Recovery Version from BfA. 6 x 4 inches.",1,,,1,/u/n/unknowngod_1.jpg,,No,,,,,,,,,," Tract ""An Unknown God"" English (Pack of 100)",,,"Block after Info Column",,0.0000,1,"Based on Paul's preaching in Athens in Acts 17:16–31. Includes information for ordering a free New Testament Recovery Version from BfA. 6 x 4 inches.",/t/n/tn_unknowngod_1.jpg,,,,,1,0,/t/n/tn_unknowngod_1.jpg,,"2011-02-08 23:03:33",gospel-tract-english-an-unknown-god-pack-of-100,gospel-tract-english-an-unknown-god-pack-of-100.html,4,0.3400,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,,,,,,,,,,,,,,77,/t/n/tn_unknowngod_1.jpg,,1,1
,,,,"All items",tracts_bfa_org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,/u/n/unknowngod_1.jpg,,2,0
,,,,Tracts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,/u/n/unknowngod2_1.jpg,,3,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,/u/n/unknowngod3_1.jpg,,4,0
W2228-144-100,,Default,bundle,"Materials in Spanish",base,,,,"2010-12-17 21:43:12",,,,,"<p><em>Tratado del evangelio: ""Al Dios no conocido"" (Paquete de 100)</em>&#8212;Se basa en la predicación que Pablo habló en Atenas en Hch. 17:16-31. Incluye información de BfA para ordenar un ejemplar gratuito del Nuevo Testamento Versión Recobro. 6 x 4 pulgadas.</p>",1,,,1,/a/l/aldios_front_1.jpg,,No,,,,,,,,,," Spanish Tract ""An Unknown God"" (Pack of 100)",,,"Block after Info Column",,0.0000,1,"<p><em>Tratado del evangelio: ""Al Dios no conocido"" (Paquete de 100)</em>&#8212;Se basa en la predicación que Pablo habló en Atenas en Hch. 17:16-31. Incluye información de BfA para ordenar un ejemplar gratuito del Nuevo Testamento Versión Recobro. 6 x 4 pulgadas.</p>",/a/l/aldios_front_thumbnail_1.jpg,,,,,1,0,/a/l/aldios_front_thumbnail_1.jpg,,"2011-07-25 20:56:36",tratado-evangelistico-al-dios-no-conocido-paquete-de-100,tratado-evangelistico-al-dios-no-conocido-paquete-de-101.html,4,0.3400,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,,,,,,,,,,,,,,77,/a/l/aldios_front_thumbnail_1.jpg,,1,1
,,,,"Brochures and Tracts",tracts_bfa_org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,/a/l/aldios_back_1.jpg,,3,0
,,,,"All items",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,/a/l/aldios_front_1.jpg,,2,0
,,,,Tracts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,/a/l/aldios_front_large_1.jpg,,4,0
W1228-145-100,,Default,bundle,"Brochures and Tracts",base,,,,"2010-12-17 21:43:15",,,,,"Based on the parable of a father receiving his son in Luke 15:11–32. Includes information for ordering a free New Testament Recovery Version from BfA. 6 x 4 inches. ",1,,,1,/l/o/lost_and_found_front275_1.jpg,,No,,,,,,,,,," Tract ""Lost and Found"" English (Pack of 100)",,,"Block after Info Column",,0.0000,1,"Based on the parable of a father receiving his son in Luke 15:11–32. Includes information for ordering a free New Testament Recovery Version from BfA. 6 x 4 inches. ",/l/o/lost_and_found_thumbnail_front_128_1.jpg,,,,,1,0,/l/o/lost_and_found_thumbnail_front_128_1.jpg,,"2011-02-08 23:04:20",gospel-tract-english-lost-and-found-pack-of-100,gospel-tract-english-lost-and-found-pack-of-101.html,4,0.3400,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,,,,,,,,,,,,,,77,/l/o/lost_and_found_thumbnail_front_128_1.jpg,,1,1
,,,,"All items",tracts_bfa_org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,/l/o/lost_and_found_square_front275_1.jpg,,4,0
,,,,Tracts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,/l/o/lost_and_found_back275_copy_1.jpg,,3,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,/l/o/lost_and_found_front275_1.jpg,,2,0
W2228-145-100,,Default,bundle,"Materials in Spanish",base,,,,"2010-12-17 21:43:18",,,,,"<p><em>Tratado del evangelio: ""Perdido y hallado"" (Paquete de 100)</em>&#8212;Se basa en la parábola del padre que recibe al hijo en Lc. 15:11-32. Incluye información de BfA para ordenar un ejemplar gratuito del Nuevo Testamento Versión Recobro. 6 x 4 pulgadas. </p>",1,,,1,/s/p/sp_lost_and_found_front_copy_1.jpg,,No,,,,,,,,,,"Spanish Tract ""Lost and Found"" (Pack of 100)",,,"Block after Info Column",,0.0000,1,"<p><em>Tratado del evangelio: ""Perdido y hallado"" (Paquete de 100)</em>&#8212;Se basa en la parábola del padre que recibe al hijo en Lc. 15:11-32. Incluye información de BfA para ordenar un ejemplar gratuito del Nuevo Testamento Versión Recobro. 6 x 4 pulgadas.</p>",/s/p/sp_lost_and_found_thumbnail_1.jpg,,,,,1,0,/s/p/sp_lost_and_found_thumbnail_1.jpg,,"2011-08-12 23:51:06",tratado-evangelistico-perdido-y-hallado-paquete-de-100,tratado-evangelistico-perdido-y-hallado-paquete-de-100.html,4,0.3400,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,,,,,,,,,,,,,,77,/s/p/sp_lost_and_found_thumbnail_1.jpg,,1,1
,,,,"Brochures and Tracts",tracts_bfa_org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,/s/p/sp_lost_and_found_square_1.jpg,,2,0
,,,,"All items",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,/s/p/sp_lost_and_found_back_copy_1.jpg,,3,0
,,,,Tracts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,/s/p/sp_lost_and_found_front_copy_1.jpg,,4,0
W1228-224-100,,Default,bundle,"All items",base,,,,"2010-12-17 21:43:20",,,,,"Designed to be hung on doors (the hanger portion can be removed) and comes with a detachable business reply card for ordering a Bible. Describes the Recovery Version features with a sample page, verse, and footnote, and information for ordering a Bible via our Internet Web site, by phone, or by mail. ",1,,,1,/l/r/lrg_doorhanger1_1.jpg,,No,,,,,,,,,No,"Residential Brochures (Case of 650) - While supplies last!",,,"Block after Info Column",,,1,"Designed to be hung on doors (the hanger portion can be removed) and comes with a detachable business reply card for ordering a Bible. Describes the Recovery Version features with a sample page, verse, and footnote, and information for ordering a Bible via our Internet Web site, by phone, or by mail. ",/t/h/thumb_doorhanger_1.jpg,,,,,1,0,/t/h/thumb_doorhanger_1.jpg,,"2012-06-15 20:31:37",residential-brochures-case-of-650-while-supplies-last,residential-brochures-case-of-650-while-supplies-last.html,4,21.2000,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,,,,,,,,,,,,,,77,/t/h/thumb_doorhanger_1.jpg,,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,/l/r/lrg_doorhanger1_1.jpg,,2,0
W8122-212-2,,Default,bundle,"Direct Distribution & Tour",base,,,,"2010-12-17 21:43:22",,,,,"Magnets designed for placement on personal vehicles, printed with information on ordering a free Bible from BfA. 9 7/8 x 23 ¾ inches.",1,,,1,no_selection,,No,,,,,,,,,," Car Magnets English (Pair)",,,"Block after Info Column",,0.0000,1,"Magnets designed for placement on personal vehicles, printed with information on ordering a free Bible from BfA. 9 7/8 x 23 ¾ inches.",/t/h/thumb_carmag_1.jpg,,,,,2,0,/t/h/thumb_carmag_1.jpg,,"2011-02-08 23:06:42",car-magnets-pair,car-magnets-pair.html,4,1.9376,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,,,,,,,,,,,,,,77,/t/h/thumb_carmag_1.jpg,,1,1
,,,,"All items",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,/l/r/lrg_carmag_1.jpg,,3,0
1346-148,,Default,simple,,base,,,,"2010-12-17 21:43:24",,,,,"Offer for the free New Testament Recovery Version and books with information for ordering via our website. 3.5 x 5.5 inches.",1,,,0,no_selection,,No,,,,,,,,"Use config","Use config"," Product Offer Card English",,,"Block after Info Column",,0.0000,0,"Offer for the free New Testament Recovery Version and books with information for ordering via our website. 3.5 x 5.5 inches.",no_selection,,"2011-11-24 00:00:00",0.0000,,1,2,no_selection,,"2011-11-25 02:25:18",bible-offer-brochures,bible-offer-brochures.html,1,0.0016,15940.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,0.0000,1,0,1,1,1,0.0000,1,0,,,,,,,,,,,,,,,,,,
2346-148,,Default,simple,,base,,,,"2010-12-17 21:43:27",,,,,"Oferta para el Nuevo Testamento Versión Recobro y libros, la cual incluye información para ordenar a través de nuestro sitio web. 3.5 x 5.5 pulgadas.",1,,,0,no_selection,,No,,,,,,,,"Use config","Use config"," Product Offer Card SPANISH",,,"Block after Info Column",,0.0000,0,"Oferta para el Nuevo Testamento Versión Recobro y libros, la cual incluye información para ordenar a través de nuestro sitio web. 3.5 x 5.5 pulgadas.",no_selection,,"2011-11-24 00:00:00",0.0000,,1,2,no_selection,,"2011-11-25 02:26:15",bible-offer-brochures,bible-offer-brochures-1.html,1,0.0016,474.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,0.0000,1,0,1,1,1,0.0000,1,0,,,,,,,,,,,,,,,,,,
1124-110,,Default,simple,,base,,,,"2010-12-17 21:43:28",,,,,"No description available.",1,,,0,,,,,,,,,,,,," New Testament RcV English",,,"Block after Info Column",,0.0000,0,"No description available.",,,,0.0000,,1,2,,,"2010-12-17 21:56:06",new-testament-rcv-english,new-testament-rcv-english.html,1,0.9469,176958.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,0.0000,1,0,1,1,1,0.0000,1,0,,,,,,,,,,,,,,,,,,
