sku,_store,_attribute_set,_type,_category,_product_websites,color,cost,country_of_manufacture,created_at,custom_design,custom_design_from,custom_design_to,custom_layout_update,description,enable_googlecheckout,gallery,gift_message_available,has_options,image,image_label,is_imported,manufacturer,media_gallery,meta_description,meta_keyword,meta_title,minimal_price,msrp,msrp_display_actual_price_type,msrp_enabled,name,news_from_date,news_to_date,options_container,page_layout,price,required_options,short_description,small_image,small_image_label,special_from_date,special_price,special_to_date,status,tax_class_id,thumbnail,thumbnail_label,updated_at,url_key,url_path,visibility,weight,qty,min_qty,use_config_min_qty,is_qty_decimal,backorders,use_config_backorders,min_sale_qty,use_config_min_sale_qty,max_sale_qty,use_config_max_sale_qty,is_in_stock,notify_stock_qty,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,stock_status_changed_auto,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,_links_related_sku,_links_related_position,_links_crosssell_sku,_links_crosssell_position,_links_upsell_sku,_links_upsell_position,_associated_sku,_associated_default_qty,_associated_position,_tier_price_website,_tier_price_customer_group,_tier_price_qty,_tier_price_price,_media_attribute_id,_media_image,_media_lable,_media_position,_media_is_disabled
2228-142,,Default,simple,,base,,,,"2010-12-17 21:42:23",,,,,"<p><em>Gospel tract: &ldquo;Who Touched Me?&rdquo;</em>&#8212;Se basa en la historia de la mujer con el flujo de sangre en Mateo 9, Marcos 5 y Lucas 8. Incluye informaci&oacute;n para ordenar un ejemplar gratuito del Nuevo Testamento Versi&oacute;n Recobro de BfA. 6 x 4 pulgadas.</p>",1,,,0,/p/i/pic1.jpg,,No,,,,,,,,,," Tract ""Who Touched Me?"" SPANISH",,,"Block after Info Column",,0.0500,0,"<p><em>Gospel tract: &ldquo;Who Touched Me?&rdquo;</em>&#8212;Se basa en la historia de la mujer con el flujo de sangre en Mateo 9, Marcos 5 y Lucas 8. Incluye informaci&oacute;n para ordenar un ejemplar gratuito del Nuevo Testamento Versi&oacute;n Recobro de BfA. 6 x 4 pulgadas.</p>",/t/h/thumb.jpg,,"2011-07-25 00:00:00",0.0500,,1,2,/t/h/thumb.jpg,,"2011-07-25 20:59:39",tratado-evangelistico-quien-me-ha-tocado,tratado-evangelistico-quien-me-ha-tocado.html,1,0.0034,24658.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,0.0000,1,0,1,1,1,0.0000,1,0,,,,,,,,,,,,,,77,/t/h/thumb.jpg,,1,1
,,,,,tracts_bfa_org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,/p/i/pic3.jpg,,4,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,/p/i/pic2.jpg,,3,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,/p/i/pic1.jpg,,2,0
1228-144,,Default,simple,,base,,,,"2010-12-17 21:42:25",,,,,"Based on Paul's preaching in Athens in Acts 17:16–31. Includes information for ordering a free New Testament Recovery Version from BfA. 6 x 4 inches.",1,,,0,/u/n/unknowngod.jpg,,No,,,,,,,,,," Tract ""An Unknown God"" English",,,"Block after Info Column",,0.0500,0,"Based on Paul's preaching in Athens in Acts 17:16–31. Includes information for ordering a free New Testament Recovery Version from BfA. 6 x 4 inches.",/t/n/tn_unknowngod.jpg,,"2011-01-11 00:00:00",0.0500,,1,2,/t/n/tn_unknowngod.jpg,,"2011-01-12 00:47:24",gospel-tract-english-an-unknown-god,gospel-tract-english-an-unknown-god.html,1,0.0034,50990.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,0.0000,1,0,1,1,1,0.0000,1,0,,,,,,,,,,,,,,77,/t/n/tn_unknowngod.jpg,,1,1
,,,,,tracts_bfa_org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,/u/n/unknowngod2.jpg,,3,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,/u/n/unknowngod.jpg,,2,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,/u/n/unknowngod3.jpg,,4,0
2228-144,,Default,simple,,base,,,,"2010-12-17 21:42:27",,,,,"<p><em>Tratado del evangelio: &ldquo;Al Dios no conocido&rdquo;</em>&#8212;Se basa en la predicación que Pablo habló en Atenas en Hch. 17:16-31. Incluye información de BfA para ordenar un ejemplar gratuito del Nuevo Testamento Versión Recobro. 6 x 4 pulgadas.</p>",1,,,0,/a/l/aldios_front.jpg,,No,,,,,,,,,," Tract ""An Unknown God"" SPANISH",,,"Block after Info Column",,0.0500,0,"<p><em>Tratado del evangelio: &ldquo;Al Dios no conocido&rdquo;</em>&#8212Se basa en la predicación que Pablo habló en Atenas en Hch. 17:16-31. Incluye información de BfA para ordenar un ejemplar gratuito del Nuevo Testamento Versión Recobro. 6 x 4 pulgadas.</p>",/a/l/aldios_front_thumbnail.jpg,,"2011-07-25 00:00:00",0.0500,,1,2,/a/l/aldios_front_thumbnail.jpg,,"2011-07-25 20:54:33",tratado-evangelistico-al-dios-no-conocido-paquete-de-100,tratado-evangelistico-al-dios-no-conocido-paquete-de-100.html,1,0.0034,165700.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,0.0000,1,0,1,1,1,0.0000,1,0,,,,,,,,,,,,,,77,/a/l/aldios_front_thumbnail.jpg,,1,1
,,,,,tracts_bfa_org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,/a/l/aldios_front_large.jpg,,4,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,/a/l/aldios_front.jpg,,2,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,/a/l/aldios_back.jpg,,3,0
1228-145,,Default,simple,,base,,,,"2010-12-17 21:42:30",,,,,"Based on the parable of a father receiving his son in Luke 15:11–32. Includes information for ordering a free New Testament Recovery Version from BfA. 6 x 4 inches. ",1,,,0,/l/o/lost_and_found_front275.jpg,,No,,,,,,,,,," Tract ""Lost and Found"" English",,,"Block after Info Column",,0.0500,0,"Based on the parable of a father receiving his son in Luke 15:11–32. Includes information for ordering a free New Testament Recovery Version from BfA. 6 x 4 inches. ",/l/o/lost_and_found_thumbnail_front_128.jpg,,"2011-01-11 00:00:00",0.0500,,1,2,/l/o/lost_and_found_thumbnail_front_128.jpg,,"2011-01-12 00:46:44",gospel-tract-english-lost-and-found-pack-of-100,gospel-tract-english-lost-and-found-pack-of-100.html,1,0.0034,9794.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,0.0000,1,0,1,1,1,0.0000,1,0,,,,,,,,,,,,,,77,/l/o/lost_and_found_thumbnail_front_128.jpg,,1,1
,,,,,tracts_bfa_org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,/l/o/lost_and_found_back275_copy.jpg,,3,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,/l/o/lost_and_found_front275.jpg,,2,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,/l/o/lost_and_found_square_front275.jpg,,4,0
2228-145,,Default,simple,,base,,,,"2010-12-17 21:42:32",,,,,"<p><em>Tratado del evangelio: &ldquo;Perdido y hallado&rdquo;&#8212;Se basa en la parábola del padre que recibe al hijo en Lc. 15:11-32. Incluye información de BfA para ordenar un ejemplar gratuito del Nuevo Testamento Versión Recobro. 6 x 4 pulgadas.</p>",1,,,0,/s/p/sp_lost_and_found_front_copy.jpg,,No,,,,,,,,,," Tract ""Lost and Found"" SPANISH",,,"Block after Info Column",,0.0500,0,"<p><em>Tratado del evangelio: &ldquo;Perdido y hallado&rdquo;&#8212;Se basa en la parábola del padre que recibe al hijo en Lc. 15:11-32. Incluye información de BfA para ordenar un ejemplar gratuito del Nuevo Testamento Versión Recobro. 6 x 4 pulgadas. </p>",/s/p/sp_lost_and_found_thumbnail.jpg,,"2011-07-25 00:00:00",0.0500,,1,2,/s/p/sp_lost_and_found_thumbnail.jpg,,"2011-07-25 20:54:52",tratado-evangelistico-perdido-y-hallado,tratado-evangelistico-perdido-y-hallado.html,1,0.0034,68253.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,0.0000,1,0,1,1,1,0.0000,1,0,,,,,,,,,,,,,,77,/s/p/sp_lost_and_found_thumbnail.jpg,,1,1
,,,,,tracts_bfa_org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,/s/p/sp_lost_and_found_back_copy.jpg,,3,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,/s/p/sp_lost_and_found_front_copy.jpg,,2,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,/s/p/sp_lost_and_found_square.jpg,,4,0
1228-224,,Default,simple,,base,,,,"2010-12-17 21:42:34",,,,,"Designed to be hung on doors (the hanger portion can be removed) and comes with a detachable business reply card for ordering a Bible. Describes the Recovery Version features with a sample page, verse, and footnote, and information for ordering a Bible via our Internet Web site, by phone, or by mail. ",1,,,0,/l/r/lrg_doorhanger1.jpg,,No,,,,,,,,,," Residential Brochure",,,"Block after Info Column",,0.1000,0,"Designed to be hung on doors (the hanger portion can be removed) and comes with a detachable business reply card for ordering a Bible. Describes the Recovery Version features with a sample page, verse, and footnote, and information for ordering a Bible via our Internet Web site, by phone, or by mail. ",/t/h/thumb_doorhanger.jpg,,,0.1000,,1,2,/t/h/thumb_doorhanger.jpg,,"2011-01-13 00:02:48",residential-brochures,residential-brochures.html,1,0.0313,19639.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,0.0000,1,0,1,0,1,0.0000,1,0,,,,,,,,,,,,,,77,/t/h/thumb_doorhanger.jpg,,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,/l/r/lrg_doorhanger1.jpg,,2,0
8122-212,,Default,simple,,base,,,,"2010-12-17 21:42:35",,,,,"Magnets designed for placement on personal vehicles, printed with information on ordering a free Bible from BfA. 9 7/8 x 23 ¾ inches.",1,,,0,no_selection,,No,,,,,,,,,," Car Magnet English",,,"Block after Info Column",,15.0000,0,"Magnets designed for placement on personal vehicles, printed with information on ordering a free Bible from BfA. 9 7/8 x 23 ¾ inches.",/t/h/thumb_carmag.jpg,,"2011-01-12 00:00:00",15.0000,,1,2,/t/h/thumb_carmag.jpg,,"2011-01-13 00:03:36",car-magnets,car-magnets.html,1,0.9688,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,0.0000,1,0,1,1,1,0.0000,1,0,,,,,,,,,,,,,,77,/t/h/thumb_carmag.jpg,,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,/l/r/lrg_carmag.jpg,,2,0
1228-126,,Default,simple,,base,,,,"2010-12-17 21:42:36",,,,,"Sealed with USPS-compliant glue for mass mailing to campus dorm addresses and neighborhoods surrounding colleges. Brochures designed especially for use on college campuses describing the Recovery Version features with a sample page, verse, and footnote, with information for ordering a Bible via our Internet Web site. ",1,,,0,/l/r/lrg_collegebroch1.jpg,,No,,,,,,,,,," College Brochure (Sealed)",,,"Block after Info Column",,0.2000,0,"Sealed with USPS-compliant glue for mass mailing to campus dorm addresses and neighborhoods surrounding colleges. Brochures designed especially for use on college campuses describing the Recovery Version features with a sample page, verse, and footnote, with information for ordering a Bible via our Internet Web site. ",/t/h/thumb_collegebroch.jpg,,,0.2000,,1,2,/t/h/thumb_collegebroch.jpg,,"2011-01-12 02:04:36",college-brochures-sealed,college-brochures-sealed.html,1,0.0157,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,0.0000,1,0,1,1,1,0.0000,1,0,,,,,,,,,,,,,,77,/t/h/thumb_collegebroch.jpg,,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,/l/r/lrg_collegebroch2.jpg,,3,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,/l/r/lrg_collegebroch1.jpg,,2,0
8122-122,,Default,simple,,base,,,,"2010-12-17 21:42:38",,,,,"Printed with BfA logo, “The Recovery Version,” and “A Bible You Can Understand”. Diameter: 2 ¼ inches.",1,,,0,no_selection,,No,,,,,,,,,," Pin-on Button 2 in.  White",,,"Block after Info Column",,0.5000,0,"Printed with BfA logo, “The Recovery Version,” and “A Bible You Can Understand”. Diameter: 2 ¼ inches.",/t/h/thumb_buttons.jpg,,"2011-01-11 00:00:00",0.5000,,1,2,/t/h/thumb_buttons.jpg,,"2011-01-12 00:45:53",bfa-pin-on-buttons,bfa-pin-on-buttons.html,1,0.0313,758.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,0.0000,1,0,1,1,1,0.0000,1,0,,,,,,,,,,,,,,77,/t/h/thumb_buttons.jpg,,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,/l/r/lrg_buttons.jpg,,2,0
8122-128,,Default,simple,,base,,,,"2010-12-17 21:42:40",,,,,"Black ballpoint pen printed with BfA logo and contact information.",1,,,0,/l/r/lrg_pens1.jpg,,No,,,,,,,,,," Click Pen with Logo",,,"Block after Info Column",,0.5000,0,"Black ballpoint pen printed with BfA logo and contact information.",/t/h/thumb_pens1.jpg,,,0.5000,,1,2,/t/h/thumb_pens1.jpg,,"2010-12-20 18:51:54",bfa-pens,bfa-pens.html,1,0.0313,3938.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,0.0000,1,0,1,0,1,0.0000,1,0,,,,,,,,,,,,,,77,/t/h/thumb_pens1.jpg,,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,/l/r/lrg_pens2.jpg,,3,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,/l/r/lrg_pens1.jpg,,2,0
1136-134,,Default,simple,,base,,,,"2010-12-17 21:42:42",,,,,"Vellum bookmarks printed with a Bible verse.",1,,,0,/l/r/lrg_bookmarksvellum.jpg,,No,,,,,,,,,," CLMP Bookmark (Vellum)",,,"Block after Info Column",,0.2000,0,"Vellum bookmarks printed with a Bible verse.",/t/h/thumb_bookmarksvellum.jpg,,,0.2000,,1,2,/t/h/thumb_bookmarksvellum.jpg,,"2011-01-14 19:52:34",bookmarks,bookmarks.html,1,0.0034,18363.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,0.0000,1,0,1,1,1,0.0000,1,0,,,,,,,,,,,,,,77,/t/h/thumb_bookmarksvellum.jpg,,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,/l/r/lrg_bookmarksvellum.jpg,,2,0
1374-122,,Default,simple,"Seminar Materials",base,,,,"2010-12-17 21:42:43",,,,,"White, glossy, two-pocket folder with a BfA sticker label on the front; can be used to hold seminar handouts. 12 x 9 inches.",1,,,0,/l/r/lrg_seminarfolder_new.jpg,,No,,,,,,,,,," Presentation Folder",,,"Block after Info Column",,1.0000,0,"White, glossy, two-pocket folder with a BfA sticker label on the front; can be used to hold seminar handouts. 12 x 9 inches.",/t/h/thumb_seminarfolder_new.jpg,,,1.0000,,1,2,/t/h/thumb_seminarfolder_new.jpg,,"2010-12-20 18:55:33",seminar-folder-with-bfa-sticker-label-pack-of-20,seminar-folder-with-bfa-sticker-label-pack-of-20.html,1,0.2906,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,0.0000,1,0,1,1,1,0.0000,1,0,,,,,,,,,,,,,,77,/t/h/thumb_seminarfolder_new.jpg,,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,/l/r/lrg_seminarfolder_new.jpg,,2,0
W1228-133-100,,Default,bundle,"All items",base,,,,"2010-12-17 21:42:44",,,,,"Briefly describes the Recovery Version features with information for ordering a Bible via our Internet Web site, by phone, or by mail. 3.5 x 2 inches.",1,,,1,/w/a/wallet_card_rcv_large_sidea_1.jpg,,No,,,,,,,,,No," Wallet-sized Cards  English (Pack of 100)",,,"Block after Info Column",,0.0000,1,"Briefly describes the Recovery Version features with information for ordering a Bible via our Internet Web site, by phone, or by mail. 3.5 x 2 inches.",/w/a/wallet_card_rcv_thumbnail_1.jpg,,,,,2,0,/w/a/wallet_card_rcv_thumbnail_1.jpg,,"2012-08-02 22:05:08",wallet-sized-cards-english-bible-you-can-understand-pack-of-100,wallet-sized-cards-english-bible-you-can-understand-pack-of-100.html,4,0.5800,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,,,,,,,,,,,,,,77,/w/a/wallet_card_rcv_thumbnail_1.jpg,,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,/w/a/wallet_card_rcv_large_sidea_1.jpg,,2,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,/w/a/wallet_card_rcv_large_sideb_1.jpg,,3,0
W2228-132-100,,Default,bundle,"Materials in Spanish",base,,,,"2010-12-17 21:42:47",,,,,"<p><em>Folleto tama&ntilde;o cartera: &ldquo;Una B&iacute;blia Que Usted Puede Entender&rdquo; (Paquete de 100)</em>&#8212;Describe brevemente las caracter&iacute;sticas sobresalientes de la Versi&oacute;n Recobro, al igual que presenta la informaci&oacute;n para ordenar una Biblia por medio de nuestra p&aacute;gina de Internet, v&iacute;a telef&oacute;nica o correo postal. 3.5 x 2 pulgadas.</p>",1,,,1,/l/r/lrg_spanish-wallet-card_1.jpg,,No,,,,,,,,,No,"Wallet-sized cards Spanish (Pack of 100)",,,"Block after Info Column",,0.0000,1,"<p><em>Folleto tama&ntilde;o cartera: &ldquo;Una B&iacute;blia Que Usted Puede Entender&rdquo; (Paquete de 100)</em>&#8212;Describe brevemente las caracter&iacute;sticas sobresalientes de la Versi&oacute;n Recobro, al igual que presenta la informaci&oacute;n para ordenar una Biblia por medio de nuestra p&aacute;gina de Internet, v&iacute;a telef&oacute;nica o correo postal. 3.5 x 2 pulgadas.</p>",/t/h/thumb_spanish_wallet_card_1.jpg,,,,,1,0,/t/h/thumb_spanish_wallet_card_1.jpg,,"2011-11-24 01:48:11",folleto-tama-o-cartera-paquete-de-100,folleto-tama-o-cartera-paquete-de-100.html,4,0.5800,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,,,,,,,,,,,,,,77,/t/h/thumb_spanish_wallet_card_1.jpg,,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,/l/r/lrg_spanish-wallet-card_1.jpg,,2,0
W1228-118-100,,Default,bundle,"Brochures and Tracts",base,,,,"2010-12-17 21:42:51",,,,,"Describes the Recovery Version features with a sample page, verse, and footnote, and information for ordering a Bible via our Internet Web site, by phone, or by mail. Also available in Spanish. 6 x 4 inches. ",1,,,1,/l/r/lrg_brochure1_1.jpg,,No,,,,,,,,,No,"Pocket-sized brochure English (Pack of 100)",,,"Block after Info Column",,0.0000,1,"Describes the Recovery Version features with a sample page, verse, and footnote, and information for ordering a Bible via our Internet Web site, by phone, or by mail. Also available in Spanish. 6 x 4 inches. ",/t/h/thumb_brochure_1.jpg,,,,,2,0,/t/h/thumb_brochure_1.jpg,,"2012-09-28 00:02:36",pocket-sized-brochures-english-pack-of-100,pocket-sized-brochures-english-pack-of-100.html,4,1.5700,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,,,,,,,,,,,,,,77,/t/h/thumb_brochure_1.jpg,,1,1
,,,,"All items",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,/l/r/lrg_brochure2_1.jpg,,3,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,/l/r/lrg_brochure1_1.jpg,,2,0
W2228-118-100,,Default,bundle,"Materials in Spanish",base,,,,"2010-12-17 21:42:52",,,,,"<p><em>Folleto tama&ntilde;o bolsillo, espa&ntilde;ol (Paquete de 100)</em>&#8212;Describe las caracter&iacute;sticas sobresalientes de la Versi&oacute;n Recobro con una p&aacute;gina de muestra, un vers&iacute;culo, una nota de pie de p&aacute;gina e informaci&oacute;n para ordenar la Biblia por medio de nuestro sitio de Internet, v&iacute;a telef&oacute;nica o por correo postal. Disponible tambi&eacute;n en ingl&eacute;s. 6 x 4 pulgadas.</p>",1,,,1,/l/r/lrg_spanish_brochure1_1.jpg,,No,,,,,,,,,No,"Pocket-sized brochure Spanish (Pack of 100)",,,"Block after Info Column",,0.0000,1,"<p><em>Folleto tama&ntilde;o bolsillo, espa&ntilde;ol (Paquete de 100)</em>&#8212;Describe las caracter&iacute;sticas sobresalientes de la Versi&oacute;n Recobro con una p&aacute;gina de muestra, un vers&iacute;culo, una nota de pie de p&aacute;gina e informaci&oacute;n para ordenar la Biblia por medio de nuestro sitio de Internet, v&iacute;a telef&oacute;nica o por correo postal. Disponible tambi&eacute;n en ingl&eacute;s. 6 x 4 pulgadas.</p>",/t/h/thumb_spanish_brochure1_1.jpg,,,,,1,0,/t/h/thumb_spanish_brochure1_1.jpg,,"2011-11-24 01:47:43",folleto-tama-o-bolsillo-espa-ol-paquete-de-100,folleto-tama-o-bolsillo-espa-ol-paquete-de-100.html,4,1.5700,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,,,,,,,,,,,,,,77,/t/h/thumb_spanish_brochure1_1.jpg,,1,1
,,,,"Brochures and Tracts",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,/l/r/lrg_spanish_brochure2.jpg,,3,0
,,,,"All items",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,/l/r/lrg_spanish_brochure1_1.jpg,,2,0
W1136-112-10,,Default,bundle,"Brochures and Tracts",base,,,,"2010-12-17 21:42:54",,,,,"A valuable booklet that can help any brother or sister get into the treasures in the Recovery Version. Can be used for personal study, group study, and shepherding new believers into the truths in the Word. Every free Bible comes with a copy of this booklet, designed to be tucked into the case of the Recovery Version. Contents: features of the Recovery Version; directory of 15 study topics from the New Testament with verse and footnote references for each topic; a sample study using one of the topics from the directory; information on ReadHisWord.com; two-year schedule for reading the New Testament Recovery Version with footnotes. See the full guide by going to this site’s home page and clicking on the ""Watch the Demo"" box. Also available in Spanish. 6.5 x 4.25 inches. 16 pages.",1,,,1,/l/r/lrg_usingrcvguide1_1.jpg,,No,,,,,,,,,," Using the NT RcV Guide English (Pack of 10)",,,"Block after Info Column",,0.0000,1,"A valuable booklet that can help any brother or sister get into the treasures in the Recovery Version. Can be used for personal study, group study, and shepherding new believers into the truths in the Word. Every free Bible comes with a copy of this booklet, designed to be tucked into the case of the Recovery Version. Contents: features of the Recovery Version; directory of 15 study topics from the New Testament with verse and footnote references for each topic; a sample study using one of the topics from the directory; information on ReadHisWord.com; two-year schedule for reading the New Testament Recovery Version with footnotes. See the full guide by going to this site’s home page and clicking on the ""Watch the Demo"" box. Also available in Spanish. 6.5 x 4.25 inches. 16 pages.",/t/h/thumb_usingrcvguide_1.jpg,,,,,1,0,/t/h/thumb_usingrcvguide_1.jpg,,"2011-02-08 22:50:49",using-the-new-testament-recovery-version-english-pack-of-10,using-the-new-testament-recovery-version-english-pack-of-10.html,4,0.6250,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,,,,,,,,,,,,,,77,/t/h/thumb_usingrcvguide_1.jpg,,1,1
,,,,"College Campus Materials",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,/l/r/lrg_usingrcvguide2_1.jpg,,3,0
,,,,"Direct Distribution & Tour",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,/l/r/lrg_usingrcvguide3_1.jpg,,4,0
,,,,"All items",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,/l/r/lrg_usingrcvguide1_1.jpg,,2,0
